suite,condition,seed,train_n,test_n,method,repair_library_size,success_threshold,severity,nuisance_strength,n,success_rate,mean_final_error,p95_final_error,mean_reward,mean_regret,p95_regret,repair_accuracy,mechanism_accuracy,unknown_reject_rate
repair_ablation,missing_gain_comp,7100,650,850,single_robust_repair,4,0.07,1.0,1.0,850,0.9411764705882353,0.020933947362145097,0.07324176849756048,-0.04232581230863679,0.0177537124566933,0.05523907684090332,0.25882352941176473,,
repair_ablation,missing_gain_comp,7100,650,850,mechanism_first_limited,4,0.07,1.0,1.0,850,0.9411764705882353,0.016488979122691177,0.07324176849756048,-0.03603929318813833,0.011467193336194937,0.05487442982557274,0.7541176470588236,1.0,0.0
repair_ablation,missing_gain_comp,7100,650,850,mechanism_oracle,4,0.07,1.0,1.0,850,0.9411764705882353,0.016488979122691177,0.07324176849756048,-0.03603929318813833,0.011467193336194937,0.05487442982557274,0.7541176470588236,1.0,0.0
repair_ablation,missing_gain_comp,7100,650,850,oracle_best_repair,4,0.07,1.0,1.0,850,1.0,0.004698098959007116,0.01673474011940479,-0.024572099851943474,0.0,0.0,1.0,,
repair_ablation,missing_gain_comp,7101,650,850,single_robust_repair,4,0.07,1.0,1.0,850,0.9247058823529412,0.020718524921423346,0.07526859182734014,-0.042106292988340246,0.01754650096355783,0.05607106452056923,0.26,,
repair_ablation,missing_gain_comp,7101,650,850,mechanism_first_limited,4,0.07,1.0,1.0,850,0.9247058823529412,0.016202081372922172,0.07526859182734014,-0.03572209473264214,0.011162302707859811,0.05607106452056923,0.7670588235294118,1.0,0.0
repair_ablation,missing_gain_comp,7101,650,850,mechanism_oracle,4,0.07,1.0,1.0,850,0.9247058823529412,0.016202081372922172,0.07526859182734014,-0.03572209473264214,0.011162302707859811,0.05607106452056923,0.7670588235294118,1.0,0.0
repair_ablation,missing_gain_comp,7101,650,850,oracle_best_repair,4,0.07,1.0,1.0,850,1.0,0.004721338759171928,0.017515504684614824,-0.024559792024782402,0.0,0.0,1.0,,
repair_ablation,missing_gain_comp,7102,650,850,single_robust_repair,4,0.07,1.0,1.0,850,0.9105882352941177,0.023077231593041182,0.07790318332881074,-0.04475102507966962,0.01933756647313091,0.05760712426694327,0.22941176470588234,,
repair_ablation,missing_gain_comp,7102,650,850,mechanism_first_limited,4,0.07,1.0,1.0,850,0.9105882352941177,0.018699912172368584,0.07790318332881074,-0.03872169409233766,0.01330823548579901,0.05760712426694327,0.72,1.0,0.0
repair_ablation,missing_gain_comp,7102,650,850,mechanism_oracle,4,0.07,1.0,1.0,850,0.9105882352941177,0.018699912172368584,0.07790318332881074,-0.03872169409233766,0.01330823548579901,0.05760712426694327,0.72,1.0,0.0
repair_ablation,missing_gain_comp,7102,650,850,oracle_best_repair,4,0.07,1.0,1.0,850,1.0,0.0050127716932529655,0.01854959714144111,-0.025413458606538715,0.0,0.0,1.0,,
repair_ablation,missing_gain_comp,7103,650,850,single_robust_repair,4,0.07,1.0,1.0,850,0.9294117647058824,0.020061779425582096,0.07601262549735854,-0.04137093949710735,0.017012089008679798,0.05650707006953379,0.26588235294117646,,
repair_ablation,missing_gain_comp,7103,650,850,mechanism_first_limited,4,0.07,1.0,1.0,850,0.9294117647058824,0.015504935511605861,0.07601262549735854,-0.03493596786320484,0.010577117374777392,0.05650707006953379,0.7835294117647059,1.0,0.0
repair_ablation,missing_gain_comp,7103,650,850,mechanism_oracle,4,0.07,1.0,1.0,850,0.9294117647058824,0.015504935511605861,0.07601262549735854,-0.03493596786320484,0.010577117374777392,0.05650707006953379,0.7835294117647059,1.0,0.0
repair_ablation,missing_gain_comp,7103,650,850,oracle_best_repair,4,0.07,1.0,1.0,850,1.0,0.004623998850869617,0.017805356602085598,-0.024358850488427605,0.0,0.0,1.0,,
repair_ablation,missing_gain_comp,7104,650,850,single_robust_repair,4,0.07,1.0,1.0,850,0.9305882352941176,0.02160429292502791,0.07499066261578147,-0.04296827961620388,0.01789603955021346,0.055907748498669974,0.26941176470588235,,
repair_ablation,missing_gain_comp,7104,650,850,mechanism_first_limited,4,0.07,1.0,1.0,850,0.9305882352941176,0.01729935674475837,0.07499066261578147,-0.03705946211896765,0.011987222052977349,0.055907748498669974,0.7482352941176471,1.0,0.0
repair_ablation,missing_gain_comp,7104,650,850,mechanism_oracle,4,0.07,1.0,1.0,850,0.9305882352941176,0.01729935674475837,0.07499066261578147,-0.03705946211896765,0.011987222052977349,0.055907748498669974,0.7482352941176471,1.0,0.0
repair_ablation,missing_gain_comp,7104,650,850,oracle_best_repair,4,0.07,1.0,1.0,850,1.0,0.004971055004593471,0.01740767659678144,-0.02507224006599043,0.0,0.0,1.0,,
