suite,condition,seed,train_n,test_n,method,mechanism,repair_library_size,success_threshold,severity,nuisance_strength,n,success_rate,mean_final_error,p95_final_error,mean_reward,mean_regret,p95_regret,repair_accuracy,mechanism_accuracy,unknown_reject_rate
main_sweep,uniform,7100,650,900,nominal_no_adaptation,gain,5,0.07,1.0,1.0,232,1.0,0.025112939966674186,0.03886294616513075,-0.0518111013880877,0.024287066998362722,0.037298586465103284,0.0,,
main_sweep,uniform,7100,650,900,random_repair,gain,5,0.07,1.0,1.0,232,0.8189655172413793,0.0345919527978089,0.09882556682462074,-0.06102412663776841,0.033500092248043414,0.09584448801451366,0.20689655172413793,,
main_sweep,uniform,7100,650,900,single_robust_repair,gain,5,0.07,1.0,1.0,232,0.6939655172413793,0.06189312424389291,0.08596251718057346,-0.08757229318333501,0.06004825879360998,0.08296950369346401,0.0,,
main_sweep,uniform,7100,650,900,passive_stat_coarse,gain,5,0.07,1.0,1.0,232,1.0,0.012701437129617089,0.021843894578336354,-0.03974479116421841,0.012220756774493463,0.02079576744641541,0.0,,
main_sweep,uniform,7100,650,900,passive_stat_medium,gain,5,0.07,1.0,1.0,232,1.0,0.00012702295399401702,0.0003976047925283721,-0.027524034389724998,0.0,0.0,1.0,,
main_sweep,uniform,7100,650,900,passive_stat_fine,gain,5,0.07,1.0,1.0,232,0.9827586206896551,0.0022387436204553586,0.00946376422720685,-0.029573068945731504,0.0020490345560065133,0.009177210098299238,0.9310344827586207,,
main_sweep,uniform,7100,650,900,passive_vector_nn,gain,5,0.07,1.0,1.0,232,1.0,0.00012702295399401702,0.0003976047925283721,-0.027524034389724998,0.0,0.0,1.0,1.0,0.0
main_sweep,uniform,7100,650,900,nuisance_nearest_neighbor,gain,5,0.07,1.0,1.0,232,0.8318965517241379,0.034241655439556026,0.11344450812891282,-0.06068236163653876,0.03315832724681379,0.10986483619814708,0.29310344827586204,0.29310344827586204,0.0
main_sweep,uniform,7100,650,900,probe_nearest_neighbor,gain,5,0.07,1.0,1.0,232,1.0,0.00012702295399401702,0.0003976047925283721,-0.027524034389724998,0.0,0.0,1.0,1.0,0.0
main_sweep,uniform,7100,650,900,gain_only_sysid,gain,5,0.07,1.0,1.0,232,1.0,0.00012702295399401702,0.0003976047925283721,-0.027524034389724998,0.0,0.0,1.0,,
main_sweep,uniform,7100,650,900,mechanism_first,gain,5,0.07,1.0,1.0,232,1.0,0.00012702295399401702,0.0003976047925283721,-0.027524034389724998,0.0,0.0,1.0,1.0,0.0
main_sweep,uniform,7100,650,900,mechanism_oracle,gain,5,0.07,1.0,1.0,232,1.0,0.00012702295399401702,0.0003976047925283721,-0.027524034389724998,0.0,0.0,1.0,1.0,0.0
main_sweep,uniform,7100,650,900,oracle_best_repair,gain,5,0.07,1.0,1.0,232,1.0,0.00012702295399401702,0.0003976047925283721,-0.027524034389724998,0.0,0.0,1.0,,
main_sweep,uniform,7100,650,900,nominal_no_adaptation,slip,5,0.07,1.0,1.0,213,0.6431924882629108,0.1646512830541218,0.7225689663066384,-0.2068073319773011,0.19180249050530124,0.7627641248346384,0.0,,
main_sweep,uniform,7100,650,900,random_repair,slip,5,0.07,1.0,1.0,213,0.7230046948356808,0.19705109190664796,1.0,-0.2376256491103218,0.22262080763832187,1.0853587948916363,0.18779342723004694,,
main_sweep,uniform,7100,650,900,single_robust_repair,slip,5,0.07,1.0,1.0,213,1.0,0.008207073727853805,0.022876708043710114,-0.031315183839522615,0.016310342367522594,0.03807397159124053,0.0,,
main_sweep,uniform,7100,650,900,passive_stat_coarse,slip,5,0.07,1.0,1.0,213,1.0,0.010619674124509289,0.03020505108992777,-0.04722930779687252,0.03222446632487249,0.06169679628375986,0.0,,
main_sweep,uniform,7100,650,900,passive_stat_medium,slip,5,0.07,1.0,1.0,213,1.0,0.0004033586673037094,4.915200000010778e-06,-0.015662039069090517,0.0006571975970905401,0.0,0.9812206572769953,,
main_sweep,uniform,7100,650,900,passive_stat_fine,slip,5,0.07,1.0,1.0,213,1.0,0.0031147502709397193,0.019723619379175994,-0.020577287263978075,0.005572445791978116,0.03405263334797842,0.8028169014084507,,
main_sweep,uniform,7100,650,900,passive_vector_nn,slip,5,0.07,1.0,1.0,213,1.0,4.915200000010778e-06,4.915200000010778e-06,-0.01500484147199998,0.0,0.0,1.0,1.0,0.0
main_sweep,uniform,7100,650,900,nuisance_nearest_neighbor,slip,5,0.07,1.0,1.0,213,0.6619718309859155,0.3066864684889666,1.0,-0.35459914890904776,0.33959430743704705,1.0853587948916363,0.22535211267605634,0.22535211267605634,0.0
main_sweep,uniform,7100,650,900,probe_nearest_neighbor,slip,5,0.07,1.0,1.0,213,1.0,4.915200000010778e-06,4.915200000010778e-06,-0.01500484147199998,0.0,0.0,1.0,1.0,0.0
main_sweep,uniform,7100,650,900,gain_only_sysid,slip,5,0.07,1.0,1.0,213,0.6431924882629108,0.20213573912638877,1.0,-0.24940963767766236,0.23440479620566224,1.0853587948916363,0.0,,
main_sweep,uniform,7100,650,900,mechanism_first,slip,5,0.07,1.0,1.0,213,1.0,4.915200000010778e-06,4.915200000010778e-06,-0.01500484147199998,0.0,0.0,1.0,1.0,0.0
main_sweep,uniform,7100,650,900,mechanism_oracle,slip,5,0.07,1.0,1.0,213,1.0,4.915200000010778e-06,4.915200000010778e-06,-0.01500484147199998,0.0,0.0,1.0,1.0,0.0
main_sweep,uniform,7100,650,900,oracle_best_repair,slip,5,0.07,1.0,1.0,213,1.0,4.915200000010778e-06,4.915200000010778e-06,-0.01500484147199998,0.0,0.0,1.0,,
main_sweep,uniform,7100,650,900,nominal_no_adaptation,compliance,5,0.07,1.0,1.0,219,1.0,0.0013175968343777866,0.0023933761497727524,-0.023841569738492708,0.0010108349665317443,0.0017400106365366395,0.0,,
main_sweep,uniform,7100,650,900,random_repair,compliance,5,0.07,1.0,1.0,219,1.0,0.003631020505091892,0.013576555355100273,-0.026698689784375184,0.003867955012414218,0.012781389010281707,0.1735159817351598,,
main_sweep,uniform,7100,650,900,single_robust_repair,compliance,5,0.07,1.0,1.0,219,1.0,0.010644420961609481,0.016191240092311654,-0.03300795457874923,0.010177219806788259,0.015291058657833263,0.0,,
main_sweep,uniform,7100,650,900,passive_stat_coarse,compliance,5,0.07,1.0,1.0,219,1.0,0.0002889617713446921,0.0006202645251096595,-0.022830734771960955,0.0,0.0,1.0,,
main_sweep,uniform,7100,650,900,passive_stat_medium,compliance,5,0.07,1.0,1.0,219,1.0,0.00013667070029559786,0.0006202645251096595,-0.02525297820894131,0.00242224343698034,0.00518335125947483,0.3287671232876712,,
