suite,condition,seed,train_n,test_n,method,repair_library_size,success_threshold,severity,nuisance_strength,n,success_rate,mean_final_error,p95_final_error,mean_reward,mean_regret,p95_regret,repair_accuracy,mechanism_accuracy,unknown_reject_rate
passive_summary,uniform,7100,750,850,passive_stat_coarse,5,0.07,1.0,1.0,850,1.0,0.007103016547001486,0.019539799825170068,-0.03269113405381076,0.010914438939074771,0.04122293847322804,0.5058823529411764,,
passive_summary,uniform,7100,750,850,passive_stat_medium,5,0.07,1.0,1.0,850,1.0,0.0018469595620330033,0.009694754289020002,-0.02262424284343838,0.0008475477287023405,0.004345583630632793,0.8258823529411765,,
passive_summary,uniform,7100,750,850,passive_stat_fine,5,0.07,1.0,1.0,850,1.0,0.002503656462864191,0.010449525530898729,-0.023234207104406258,0.0014575119896702174,0.009510894207978151,0.8823529411764706,,
passive_summary,uniform,7100,750,850,passive_stat_trace,5,0.07,1.0,1.0,850,1.0,0.002488525347589649,0.01049967813197894,-0.023181895246496175,0.00140520013176014,0.014284140719422689,0.9294117647058824,,
passive_summary,uniform,7100,750,850,passive_vector_nn,5,0.07,1.0,1.0,850,1.0,0.0017305111113331655,0.009220014817253985,-0.02177669511473606,0.0,0.0,1.0,1.0,0.0
passive_summary,uniform,7100,750,850,nuisance_nearest_neighbor,5,0.07,1.0,1.0,850,0.768235294117647,0.09903832382053318,1.0,-0.13477660970282632,0.11299991458808983,1.0853587948916363,0.28705882352941176,0.28705882352941176,0.0
passive_summary,uniform,7100,750,850,probe_nearest_neighbor,5,0.07,1.0,1.0,850,1.0,0.0017305111113331655,0.009220014817253985,-0.02177669511473606,0.0,0.0,1.0,1.0,0.0
passive_summary,uniform,7100,750,850,mechanism_first,5,0.07,1.0,1.0,850,1.0,0.0017305111113331655,0.009220014817253985,-0.02177669511473606,0.0,0.0,1.0,1.0,0.0
passive_summary,uniform,7100,750,850,oracle_best_repair,5,0.07,1.0,1.0,850,1.0,0.0017305111113331655,0.009220014817253985,-0.02177669511473606,0.0,0.0,1.0,,
passive_summary,uniform,7101,750,850,passive_stat_coarse,5,0.07,1.0,1.0,850,1.0,0.007445839477498698,0.01995849755861301,-0.033370868581640824,0.01160650767118558,0.039087542409649456,0.47058823529411764,,
passive_summary,uniform,7101,750,850,passive_stat_medium,5,0.07,1.0,1.0,850,1.0,0.0017183110754029046,0.009093864022635345,-0.022329476524098456,0.0005651156136431356,0.004067472924834323,0.8552941176470589,,
passive_summary,uniform,7101,750,850,passive_stat_fine,5,0.07,1.0,1.0,850,1.0,0.0023293706235908117,0.01008510295481524,-0.022777002716840602,0.0010126418063852686,0.009179596717819233,0.9035294117647059,,
passive_summary,uniform,7101,750,850,passive_stat_trace,5,0.07,1.0,1.0,850,1.0,0.0023020095208596144,0.010176811722274137,-0.02289299478481133,0.0011286338743560149,0.012036880547613295,0.928235294117647,,
passive_summary,uniform,7101,750,850,passive_vector_nn,5,0.07,1.0,1.0,850,1.0,0.001715919369745329,0.009031094516277038,-0.021764360910455336,0.0,0.0,1.0,1.0,0.0
passive_summary,uniform,7101,750,850,nuisance_nearest_neighbor,5,0.07,1.0,1.0,850,0.7588235294117647,0.10913979050576583,1.0,-0.14503815675054027,0.12327379584008435,1.0853587948916363,0.2964705882352941,0.2964705882352941,0.0
passive_summary,uniform,7101,750,850,probe_nearest_neighbor,5,0.07,1.0,1.0,850,1.0,0.001715919369745329,0.009031094516277038,-0.021764360910455336,0.0,0.0,1.0,1.0,0.0
passive_summary,uniform,7101,750,850,mechanism_first,5,0.07,1.0,1.0,850,1.0,0.001715919369745329,0.009031094516277038,-0.021764360910455336,0.0,0.0,1.0,1.0,0.0
passive_summary,uniform,7101,750,850,oracle_best_repair,5,0.07,1.0,1.0,850,1.0,0.001715919369745329,0.009031094516277038,-0.021764360910455336,0.0,0.0,1.0,,
passive_summary,uniform,7102,750,850,passive_stat_coarse,5,0.07,1.0,1.0,850,1.0,0.006911542176615867,0.01881760673458055,-0.03203938236738353,0.010064205431126162,0.03974524839096755,0.528235294117647,,
