suite,condition,noise_type,noise_level,seed,train_n,test_n,method,n,success_rate,mean_final_error,p95_final_error,mean_reward,mean_regret,p95_regret,repair_accuracy,mechanism_accuracy,unknown_reject_rate
probe_noise_taxonomy,gaussian,gaussian,0.0,7100,0,850,mechanism_first,850,1.0,0.001711947616635393,0.009475706414504903,-0.022067642725736147,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,gaussian,gaussian,0.0,7101,0,850,mechanism_first,850,1.0,0.0015443848589487856,0.008599894854939727,-0.02177286728866775,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,gaussian,gaussian,0.0,7102,0,850,mechanism_first,850,1.0,0.001511671705242061,0.008822655756669406,-0.021736449371953976,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,gaussian,gaussian,0.0,7103,0,850,mechanism_first,850,1.0,0.0016736656917054318,0.00902951744814584,-0.021373159372438538,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,gaussian,gaussian,0.0,7104,0,850,mechanism_first,850,1.0,0.00197637640241274,0.009788985882423162,-0.021562853747430732,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,gaussian,gaussian,0.01,7100,0,850,mechanism_first,850,1.0,0.0016344331225222925,0.008955730157727992,-0.021944006528363737,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,gaussian,gaussian,0.01,7101,0,850,mechanism_first,850,1.0,0.0017596685286652783,0.009166712214060957,-0.02200778283062048,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,gaussian,gaussian,0.01,7102,0,850,mechanism_first,850,1.0,0.001751587169766485,0.009136508397136311,-0.021864895908949206,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,gaussian,gaussian,0.01,7103,0,850,mechanism_first,850,1.0,0.001652023767823452,0.00885669387861665,-0.021789130982779743,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,gaussian,gaussian,0.01,7104,0,850,mechanism_first,850,1.0,0.00174448802995058,0.009000805950015622,-0.02171973691408303,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,gaussian,gaussian,0.02,7100,0,850,mechanism_first,850,0.9976470588235294,0.0042389763489386655,0.009616049952760108,-0.025160947219255388,0.0032223696385767675,0.0,0.9729411764705882,0.9729411764705882,0.0
probe_noise_taxonomy,gaussian,gaussian,0.02,7101,0,850,mechanism_first,850,0.9976470588235294,0.003218982442450643,0.00916496186211091,-0.023885621134736256,0.0019369998845473896,0.0,0.98,0.98,0.0
probe_noise_taxonomy,gaussian,gaussian,0.02,7102,0,850,mechanism_first,850,0.9976470588235294,0.004189025987466237,0.009740065264137399,-0.024709610170575647,0.003066787965846832,0.0,0.9776470588235294,0.9776470588235294,0.0
probe_noise_taxonomy,gaussian,gaussian,0.02,7103,0,850,mechanism_first,850,1.0,0.0018983802587379756,0.009722080966151903,-0.022755467666145845,0.0009252278472426532,0.0,0.9788235294117648,0.9788235294117648,0.0
probe_noise_taxonomy,gaussian,gaussian,0.02,7104,0,850,mechanism_first,850,1.0,0.0017259973454563447,0.009616253405631991,-0.0225631269283108,0.0006938101529914123,0.0,0.9847058823529412,0.9847058823529412,0.0
probe_noise_taxonomy,gaussian,gaussian,0.04,7100,0,850,mechanism_first,850,0.9658823529411765,0.028172929239939866,0.026742569542959393,-0.055253707187595945,0.0331328492411367,0.08362496242915296,0.8188235294117647,0.8188235294117647,0.0
probe_noise_taxonomy,gaussian,gaussian,0.04,7101,0,850,mechanism_first,850,0.9611764705882353,0.03228579878561175,0.028646711982427853,-0.05946728867565016,0.03757219073524002,0.08490764496710167,0.8058823529411765,0.8058823529411765,0.0
probe_noise_taxonomy,gaussian,gaussian,0.04,7102,0,850,mechanism_first,850,0.9494117647058824,0.04368627439673029,0.16804773129234085,-0.07044545811492366,0.048615675483776384,0.17296991366944894,0.8364705882352941,0.8364705882352941,0.0
probe_noise_taxonomy,gaussian,gaussian,0.04,7103,0,850,mechanism_first,850,0.9694117647058823,0.027661058783460635,0.025050888237372337,-0.05375634905050692,0.03185364298916107,0.082403195199162,0.851764705882353,0.851764705882353,0.0
probe_noise_taxonomy,gaussian,gaussian,0.04,7104,0,850,mechanism_first,850,0.9611764705882353,0.027969434421734208,0.02922712066599109,-0.05448402966956565,0.0328214036468179,0.08527345669468432,0.8270588235294117,0.8270588235294117,0.0
probe_noise_taxonomy,gaussian,gaussian,0.08,7100,0,850,mechanism_first,850,0.8658823529411764,0.08935793085196553,1.0,-0.12356420228993327,0.10165552128732654,1.0853587948916363,0.6188235294117647,0.6188235294117647,0.0
probe_noise_taxonomy,gaussian,gaussian,0.08,7101,0,850,mechanism_first,850,0.8764705882352941,0.09582034835437338,1.0,-0.13112047389638293,0.10949974376195015,1.0853587948916363,0.6105882352941177,0.6105882352941177,0.0
probe_noise_taxonomy,gaussian,gaussian,0.08,7102,0,850,mechanism_first,850,0.8588235294117647,0.09257041963830448,1.0,-0.1279123810890374,0.10618375083960994,1.0853587948916363,0.5823529411764706,0.5823529411764706,0.0
probe_noise_taxonomy,gaussian,gaussian,0.08,7103,0,850,mechanism_first,850,0.8847058823529412,0.08189233537366772,1.0,-0.11603793676556395,0.09418122565848833,1.0853587948916363,0.6188235294117647,0.6188235294117647,0.0
probe_noise_taxonomy,gaussian,gaussian,0.08,7104,0,850,mechanism_first,850,0.8623529411764705,0.09542810871764545,1.0,-0.13155340950980104,0.10980949362541084,1.0853587948916363,0.5929411764705882,0.5929411764705882,0.0
probe_noise_taxonomy,gaussian,gaussian,0.12,7100,0,850,mechanism_first,850,0.8152941176470588,0.11357347662489395,1.0,-0.15083827794030724,0.12929148054296524,1.0853587948916363,0.5211764705882352,0.5211764705882352,0.0
probe_noise_taxonomy,gaussian,gaussian,0.12,7101,0,850,mechanism_first,850,0.8352941176470589,0.10477691552775092,1.0,-0.14185370009105247,0.1200521548560102,1.0853587948916363,0.5129411764705882,0.5129411764705882,0.0
probe_noise_taxonomy,gaussian,gaussian,0.12,7102,0,850,mechanism_first,850,0.8494117647058823,0.09158790481234273,1.0,-0.12867181360067542,0.10630417368691567,1.0853587948916363,0.47294117647058825,0.47294117647058825,0.0
probe_noise_taxonomy,gaussian,gaussian,0.12,7103,0,850,mechanism_first,850,0.7952941176470588,0.13269208959857526,1.0,-0.17060483095759751,0.1488435296331731,1.0853587948916363,0.4964705882352941,0.4964705882352941,0.0
probe_noise_taxonomy,gaussian,gaussian,0.12,7104,0,850,mechanism_first,850,0.8352941176470589,0.11012042890562014,1.0,-0.1468393865153684,0.1248903686337387,1.0853587948916363,0.5341176470588235,0.5341176470588235,0.0
probe_noise_taxonomy,bias,bias,0.0,7100,0,850,mechanism_first,850,1.0,0.0018145777662193264,0.009617345116398002,-0.02193333726594254,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,bias,bias,0.0,7101,0,850,mechanism_first,850,1.0,0.0016822241499282358,0.009156534587337228,-0.021724154012274323,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,bias,bias,0.0,7102,0,850,mechanism_first,850,1.0,0.001719218749313667,0.009357856156346323,-0.02200179181015433,0.0,0.0,1.0,1.0,0.0
probe_noise_taxonomy,bias,bias,0.0,7103,0,850,mechanism_first,850,1.0,0.001770664460654646,0.00961326583497013,-0.02185253414017788,0.0,0.0,1.0,1.0,0.0
