episode,true_mechanism,predicted_mechanism,method,repair,success,reward,final_error,x_final,nominal_final_summary,nominal_error_summary
0,delay,delay,nominal_no_adaptation,none,0,-0.19156207667273192,0.16144648124226557,0.8385535187577344,0.8385535187577344,0.16144648124226557
0,delay,delay,single_robust_repair,delay_brake,1,-0.027403065959899733,0.011257724689548554,0.9887422753104514,0.8385535187577344,0.16144648124226557
0,delay,delay,passive_stat_oracle,delay_brake,1,-0.027403065959899733,0.011257724689548554,0.9887422753104514,0.8385535187577344,0.16144648124226557
0,delay,delay,nuisance_nearest_neighbor,gain_comp,1,-0.14707762203093472,0.06655386050266943,0.9334461394973306,0.8385535187577344,0.16144648124226557
0,delay,delay,gain_only_sysid,gain_comp,1,-0.14707762203093472,0.06655386050266943,0.9334461394973306,0.8385535187577344,0.16144648124226557
0,delay,delay,mechanism_first,delay_brake,1,-0.027403065959899733,0.011257724689548554,0.9887422753104514,0.8385535187577344,0.16144648124226557
0,delay,delay,oracle_mechanism,delay_brake,1,-0.027403065959899733,0.011257724689548554,0.9887422753104514,0.8385535187577344,0.16144648124226557
0,delay,delay,oracle_best_repair,delay_brake,1,-0.027403065959899733,0.011257724689548554,0.9887422753104514,0.8385535187577344,0.16144648124226557
1,delay,delay,nominal_no_adaptation,none,0,-0.26401059191718024,0.2333083053905628,0.7666916946094372,0.7666916946094372,0.2333083053905628
1,delay,delay,single_robust_repair,delay_brake,1,-0.017647054230585466,0.002849652957223392,0.9971503470427766,0.7666916946094372,0.2333083053905628
1,delay,delay,passive_stat_oracle,delay_brake,1,-0.017647054230585466,0.002849652957223392,0.9971503470427766,0.7666916946094372,0.2333083053905628
1,delay,delay,nuisance_nearest_neighbor,slip_safe,0,-0.17010353891235006,0.10930253617842589,1.109302536178426,0.7666916946094372,0.2333083053905628
1,delay,delay,gain_only_sysid,gain_comp,1,-0.09548546122730679,0.016226398177727752,0.9837736018222722,0.7666916946094372,0.2333083053905628
1,delay,delay,mechanism_first,delay_brake,1,-0.017647054230585466,0.002849652957223392,0.9971503470427766,0.7666916946094372,0.2333083053905628
1,delay,delay,oracle_mechanism,delay_brake,1,-0.017647054230585466,0.002849652957223392,0.9971503470427766,0.7666916946094372,0.2333083053905628
1,delay,delay,oracle_best_repair,delay_brake,1,-0.017647054230585466,0.002849652957223392,0.9971503470427766,0.7666916946094372,0.2333083053905628
2,compliance,compliance,nominal_no_adaptation,none,1,-0.024919748147262024,0.0019141292342684801,0.9980858707657315,0.9980858707657315,0.0019141292342684801
2,compliance,compliance,single_robust_repair,delay_brake,1,-0.036201464800556415,0.013400222355272606,0.9865997776447274,0.9980858707657315,0.0019141292342684801
2,compliance,compliance,passive_stat_oracle,preload,1,-0.02348836848079206,0.00045681908849515285,0.9995431809115048,0.9980858707657315,0.0019141292342684801
2,compliance,compliance,nuisance_nearest_neighbor,slip_safe,1,-0.03204732122043533,0.009170823455650456,0.9908291765443495,0.9980858707657315,0.0019141292342684801
2,compliance,compliance,gain_only_sysid,gain_comp,1,-0.025464874718512144,7.542673308158498e-08,1.000000075426733,0.9980858707657315,0.0019141292342684801
2,compliance,compliance,mechanism_first,preload,1,-0.02348836848079206,0.00045681908849515285,0.9995431809115048,0.9980858707657315,0.0019141292342684801
2,compliance,compliance,oracle_mechanism,preload,1,-0.02348836848079206,0.00045681908849515285,0.9995431809115048,0.9980858707657315,0.0019141292342684801
2,compliance,compliance,oracle_best_repair,preload,1,-0.02348836848079206,0.00045681908849515285,0.9995431809115048,0.9980858707657315,0.0019141292342684801
3,delay,delay,nominal_no_adaptation,none,0,-0.19497019339332966,0.16482130574212317,0.8351786942578768,0.8351786942578768,0.16482130574212317
3,delay,delay,single_robust_repair,delay_brake,1,-0.026800351525844375,0.010721079608270512,0.9892789203917295,0.8351786942578768,0.16482130574212317
3,delay,delay,passive_stat_oracle,delay_brake,1,-0.026800351525844375,0.010721079608270512,0.9892789203917295,0.8351786942578768,0.16482130574212317
3,delay,delay,nuisance_nearest_neighbor,delay_brake,1,-0.026800351525844375,0.010721079608270512,0.9892789203917295,0.8351786942578768,0.16482130574212317
3,delay,delay,gain_only_sysid,gain_comp,1,-0.13359563339275166,0.052937537537548596,0.9470624624624514,0.8351786942578768,0.16482130574212317
3,delay,delay,mechanism_first,delay_brake,1,-0.026800351525844375,0.010721079608270512,0.9892789203917295,0.8351786942578768,0.16482130574212317
